"kind","etag","pageInfo.totalResults","pageInfo.resultsPerPage","items.kind","items.etag","items.id","items.snippet.title","items.snippet.description","items.snippet.customUrl","items.snippet.publishedAt","items.snippet.country","items.snippet.thumbnails.default.url","items.snippet.thumbnails.default.width","items.snippet.thumbnails.default.height","items.snippet.thumbnails.medium.url","items.snippet.thumbnails.medium.width","items.snippet.thumbnails.medium.height","items.snippet.thumbnails.high.url","items.snippet.thumbnails.high.width","items.snippet.thumbnails.high.height","items.snippet.localized.title","items.snippet.localized.description","items.contentDetails.relatedPlaylists.likes","items.contentDetails.relatedPlaylists.uploads","items.statistics.viewCount","items.statistics.subscriberCount","items.statistics.hiddenSubscriberCount","items.statistics.videoCount"
"youtube#channelListResponse","O_JdfYc9fgcnJwqwG4sUx5pFp8M",1,5,"youtube#channel","C2KnhZ9SoheAgW-qzOJCwW1tVn0","UCtdTwmNiROeEqmv_SGk513g","Penuel The Black Pen","Hoping to mentally liberate as many people as possible. Penuelism is The Answer. ","@godpenuel","2013-06-15T14:29:53Z","ZA","https://yt3.ggpht.com/cAnbkCOjovohT85ZZI-Cdnld1F4vdw3kPXKkUEMU42ACeXCZ7bT2XVreGnPfjbHn4p8Q8IYghsA=s88-c-k-c0x00ffffff-no-rj",88,88,"https://yt3.ggpht.com/cAnbkCOjovohT85ZZI-Cdnld1F4vdw3kPXKkUEMU42ACeXCZ7bT2XVreGnPfjbHn4p8Q8IYghsA=s240-c-k-c0x00ffffff-no-rj",240,240,"https://yt3.ggpht.com/cAnbkCOjovohT85ZZI-Cdnld1F4vdw3kPXKkUEMU42ACeXCZ7bT2XVreGnPfjbHn4p8Q8IYghsA=s800-c-k-c0x00ffffff-no-rj",800,800,"Penuel The Black Pen","Hoping to mentally liberate as many people as possible. Penuelism is The Answer. ","","UUtdTwmNiROeEqmv_SGk513g","2283374","32900",FALSE,"507"
